Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2014,MELBOURNE,MELBOURNE,B Property and deception offences,4085
2014,MELBOURNE,MELBOURNE,B Property and deception offences,231
2014,MELBOURNE,MELBOURNE,B Property and deception offences,1
2014,MELBOURNE,MELBOURNE,B Property and deception offences,4431
2014,MELBOURNE,MELBOURNE,B Property and deception offences,104
2014,MELBOURNE,MELBOURNE,B Property and deception offences,6
2014,MELBOURNE,MELBOURNE,B Property and deception offences,4
2014,MELBOURNE,MELBOURNE,B Property and deception offences,29
2014,MELBOURNE,MELBOURNE,B Property and deception offences,2
2014,MELBOURNE,MELBOURNE,C Drug offences,335
2014,MELBOURNE,MELBOURNE,C Drug offences,62
2014,MELBOURNE,MELBOURNE,C Drug offences,1644
2014,MELBOURNE,MELBOURNE,C Drug offences,3
2014,MELBOURNE,MELBOURNE,D Public order and security offences,772
2014,MELBOURNE,MELBOURNE,D Public order and security offences,3935
2014,MELBOURNE,MELBOURNE,D Public order and security offences,327
2014,MELBOURNE,MELBOURNE,D Public order and security offences,27
2014,MELBOURNE,MELBOURNE,E Justice procedures offences,592
2014,MELBOURNE,MELBOURNE,E Justice procedures offences,3093
2014,MELBOURNE,MELBOURNE,F Other offences,2
2014,MELBOURNE,MELBOURNE,F Other offences,45
2014,MELBOURNE,MELBOURNE,F Other offences,92
2014,MELBOURNE,MELBOURNE,F Other offences,24
2014,MELTON,MELTON,A Crimes against the person,7
2014,MELTON,MELTON,A Crimes against the person,876
2014,MELTON,MELTON,A Crimes against the person,155
2014,MELTON,MELTON,A Crimes against the person,20
2014,MELTON,MELTON,A Crimes against the person,64
2014,MELTON,MELTON,A Crimes against the person,2
2014,MELTON,MELTON,A Crimes against the person,250
2014,MELTON,MELTON,A Crimes against the person,96
2014,MELTON,MELTON,B Property and deception offences,130
2014,MELTON,MELTON,B Property and deception offences,11
2014,MELTON,MELTON,B Property and deception offences,922
2014,MELTON,MELTON,B Property and deception offences,24
2014,MELTON,MELTON,B Property and deception offences,7
2014,MELTON,MELTON,B Property and deception offences,59
2014,MELTON,MELTON,B Property and deception offences,1122
2014,MELTON,MELTON,B Property and deception offences,462
2014,MELTON,MELTON,B Property and deception offences,1428
2014,MELTON,MELTON,B Property and deception offences,255
2014,MELTON,MELTON,B Property and deception offences,33
2014,MELTON,MELTON,B Property and deception offences,362
2014,MELTON,MELTON,B Property and deception offences,1018
2014,MELTON,MELTON,B Property and deception offences,83
2014,MELTON,MELTON,B Property and deception offences,543
2014,MELTON,MELTON,B Property and deception offences,13
2014,MELTON,MELTON,B Property and deception offences,2
2014,MELTON,MELTON,B Property and deception offences,3
2014,MELTON,MELTON,B Property and deception offences,9
2014,MELTON,MELTON,C Drug offences,97
2014,MELTON,MELTON,C Drug offences,50
2014,MELTON,MELTON,C Drug offences,366
2014,MELTON,MELTON,C Drug offences,4
2014,MELTON,MELTON,D Public order and security offences,330
2014,MELTON,MELTON,D Public order and security offences,202
2014,MELTON,MELTON,D Public order and security offences,21
2014,MELTON,MELTON,D Public order and security offences,1
2014,MELTON,MELTON,E Justice procedures offences,125
2014,MELTON,MELTON,E Justice procedures offences,773
2014,MELTON,MELTON,F Other offences,1
2014,MELTON,MELTON,F Other offences,9
2014,MILDURA,MILDURA,A Crimes against the person,590
2014,MILDURA,MILDURA,A Crimes against the person,83
2014,MILDURA,MILDURA,A Crimes against the person,7
2014,MILDURA,MILDURA,A Crimes against the person,21
2014,MILDURA,MILDURA,A Crimes against the person,9
2014,MILDURA,MILDURA,A Crimes against the person,155
2014,MILDURA,MILDURA,A Crimes against the person,53
2014,MILDURA,MILDURA,B Property and deception offences,54
2014,MILDURA,MILDURA,B Property and deception offences,2
2014,MILDURA,MILDURA,B Property and deception offences,13
2014,MILDURA,MILDURA,B Property and deception offences,599
2014,MILDURA,MILDURA,B Property and deception offences,29
2014,MILDURA,MILDURA,B Property and deception offences,6
2014,MILDURA,MILDURA,B Property and deception offences,96
2014,MILDURA,MILDURA,B Property and deception offences,629
2014,MILDURA,MILDURA,B Property and deception offences,190
2014,MILDURA,MILDURA,B Property and deception offences,442
2014,MILDURA,MILDURA,B Property and deception offences,145
2014,MILDURA,MILDURA,B Property and deception offences,47
2014,MILDURA,MILDURA,B Property and deception offences,100
2014,MILDURA,MILDURA,B Property and deception offences,508
2014,MILDURA,MILDURA,B Property and deception offences,10
2014,MILDURA,MILDURA,B Property and deception offences,246
2014,MILDURA,MILDURA,B Property and deception offences,8
2014,MILDURA,MILDURA,B Property and deception offences,1
2014,MILDURA,MILDURA,C Drug offences,70
2014,MILDURA,MILDURA,C Drug offences,18
2014,MILDURA,MILDURA,C Drug offences,337
2014,MILDURA,MILDURA,D Public order and security offences,260
2014,MILDURA,MILDURA,D Public order and security offences,421
2014,MILDURA,MILDURA,D Public order and security offences,48
2014,MILDURA,MILDURA,E Justice procedures offences,78
2014,MILDURA,MILDURA,E Justice procedures offences,653
2014,MILDURA,MILDURA,F Other offences,1
2014,MILDURA,MILDURA,F Other offences,5
2014,MILDURA,MILDURA,F Other offences,5
2014,MITCHELL,MITCHELL,A Crimes against the person,2
2014,MITCHELL,MITCHELL,A Crimes against the person,403
2014,MITCHELL,MITCHELL,A Crimes against the person,115
2014,MITCHELL,MITCHELL,A Crimes against the person,5
2014,MITCHELL,MITCHELL,A Crimes against the person,7
2014,MITCHELL,MITCHELL,A Crimes against the person,2
2014,MITCHELL,MITCHELL,A Crimes against the person,170
2014,MITCHELL,MITCHELL,A Crimes against the person,66
2014,MITCHELL,MITCHELL,B Property and deception offences,27
2014,MITCHELL,MITCHELL,B Property and deception offences,2
2014,MITCHELL,MITCHELL,B Property and deception offences,15
2014,MITCHELL,MITCHELL,B Property and deception offences,341
2014,MITCHELL,MITCHELL,B Property and deception offences,5
2014,MITCHELL,MITCHELL,B Property and deception offences,3
2014,MITCHELL,MITCHELL,B Property and deception offences,11
2014,MITCHELL,MITCHELL,B Property and deception offences,197
2014,MITCHELL,MITCHELL,B Property and deception offences,87
2014,MITCHELL,MITCHELL,B Property and deception offences,144
2014,MITCHELL,MITCHELL,B Property and deception offences,49
2014,MITCHELL,MITCHELL,B Property and deception offences,10
2014,MITCHELL,MITCHELL,B Property and deception offences,62
2014,MITCHELL,MITCHELL,B Property and deception offences,2
2014,MITCHELL,MITCHELL,B Property and deception offences,368
2014,MITCHELL,MITCHELL,B Property and deception offences,40
2014,MITCHELL,MITCHELL,B Property and deception offences,188
2014,MITCHELL,MITCHELL,B Property and deception offences,2
2014,MITCHELL,MITCHELL,B Property and deception offences,1
2014,MITCHELL,MITCHELL,C Drug offences,15
2014,MITCHELL,MITCHELL,C Drug offences,14
2014,MITCHELL,MITCHELL,C Drug offences,124
2014,MITCHELL,MITCHELL,D Public order and security offences,112
2014,MITCHELL,MITCHELL,D Public order and security offences,113
2014,MITCHELL,MITCHELL,D Public order and security offences,32
2014,MITCHELL,MITCHELL,E Justice procedures offences,46
2014,MITCHELL,MITCHELL,E Justice procedures offences,504
2014,MITCHELL,MITCHELL,F Other offences,2
2014,MITCHELL,MITCHELL,F Other offences,4
2014,MITCHELL,MITCHELL,F Other offences,3
2014,MITCHELL,MITCHELL,F Other offences,5
2014,MITCHELL,STRATHBOGIE,A Crimes against the person,48
2014,MITCHELL,STRATHBOGIE,A Crimes against the person,29
2014,MITCHELL,STRATHBOGIE,A Crimes against the person,19
2014,MITCHELL,STRATHBOGIE,A Crimes against the person,10
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,1
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,3
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,33
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,1
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,52
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,12
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,22
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,7
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,5
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,4
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,64
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,7
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,21
2014,MITCHELL,STRATHBOGIE,B Property and deception offences,1
2014,MITCHELL,STRATHBOGIE,C Drug offences,6
2014,MITCHELL,STRATHBOGIE,C Drug offences,5
2014,MITCHELL,STRATHBOGIE,C Drug offences,27
2014,MITCHELL,STRATHBOGIE,D Public order and security offences,18
2014,MITCHELL,STRATHBOGIE,D Public order and security offences,19
2014,MITCHELL,STRATHBOGIE,E Justice procedures offences,5
2014,MITCHELL,STRATHBOGIE,E Justice procedures offences,66
2014,MITCHELL,STRATHBOGIE,F Other offences,1
2014,MONASH,MONASH,A Crimes against the person,4
2014,MONASH,MONASH,A Crimes against the person,578
2014,MONASH,MONASH,A Crimes against the person,180
2014,MONASH,MONASH,A Crimes against the person,16
2014,MONASH,MONASH,A Crimes against the person,85
2014,MONASH,MONASH,A Crimes against the person,2
2014,MONASH,MONASH,A Crimes against the person,277
2014,MONASH,MONASH,A Crimes against the person,69
2014,MONASH,MONASH,B Property and deception offences,35
2014,MONASH,MONASH,B Property and deception offences,1
2014,MONASH,MONASH,B Property and deception offences,1
2014,MONASH,MONASH,B Property and deception offences,647
2014,MONASH,MONASH,B Property and deception offences,70
2014,MONASH,MONASH,B Property and deception offences,4
2014,MONASH,MONASH,B Property and deception offences,15
2014,MONASH,MONASH,B Property and deception offences,1349
2014,MONASH,MONASH,B Property and deception offences,354
2014,MONASH,MONASH,B Property and deception offences,1334
2014,MONASH,MONASH,B Property and deception offences,325
2014,MONASH,MONASH,B Property and deception offences,77
2014,MONASH,MONASH,B Property and deception offences,244
2014,MONASH,MONASH,B Property and deception offences,3
2014,MONASH,MONASH,B Property and deception offences,1112
2014,MONASH,MONASH,B Property and deception offences,51
2014,MONASH,MONASH,B Property and deception offences,1201
2014,MONASH,MONASH,B Property and deception offences,13
2014,MONASH,MONASH,B Property and deception offences,3
2014,MONASH,MONASH,B Property and deception offences,4
2014,MONASH,MONASH,B Property and deception offences,6
2014,MONASH,MONASH,C Drug offences,102
2014,MONASH,MONASH,C Drug offences,53
2014,MONASH,MONASH,C Drug offences,405
2014,MONASH,MONASH,D Public order and security offences,189
2014,MONASH,MONASH,D Public order and security offences,247
2014,MONASH,MONASH,D Public order and security offences,17
2014,MONASH,MONASH,D Public order and security offences,3
2014,MONASH,MONASH,E Justice procedures offences,69
2014,MONASH,MONASH,E Justice procedures offences,667
2014,MONASH,MONASH,F Other offences,15
2014,MONASH,MONASH,F Other offences,10
2014,MONASH,MONASH,F Other offences,6
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,2
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,580
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,150
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,10
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,72
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,4
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,213
2014,MOONEE VALLEY,MOONEE VALLEY,A Crimes against the person,41
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,27
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,683
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,75
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,6
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,51
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,864
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,380
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,1293
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,514
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,110
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,212
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,2
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,769
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,68
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,888
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,25
2014,MOONEE VALLEY,MOONEE VALLEY,B Property and deception offences,1
2014,MOONEE VALLEY,MOONEE VALLEY,C Drug offences,73
2014,MOONEE VALLEY,MOONEE VALLEY,C Drug offences,18
2014,MOONEE VALLEY,MOONEE VALLEY,C Drug offences,395
2014,MOONEE VALLEY,MOONEE VALLEY,D Public order and security offences,178
2014,MOONEE VALLEY,MOONEE VALLEY,D Public order and security offences,248
2014,MOONEE VALLEY,MOONEE VALLEY,D Public order and security offences,34
2014,MOONEE VALLEY,MOONEE VALLEY,E Justice procedures offences,76
2014,MOONEE VALLEY,MOONEE VALLEY,E Justice procedures offences,495
2014,MOONEE VALLEY,MOONEE VALLEY,F Other offences,6
2014,MOONEE VALLEY,MOONEE VALLEY,F Other offences,3
2014,MOONEE VALLEY,MOONEE VALLEY,F Other offences,5
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,2
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,42
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,19
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,1
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,15
2014,MOORABOOL,GOLDEN PLAINS,A Crimes against the person,5
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,4
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,1
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,2
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,29
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,3
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,3
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,118
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,33
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,46
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,1
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,1
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,6
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,92
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,2
2014,MOORABOOL,GOLDEN PLAINS,B Property and deception offences,15
2014,MOORABOOL,GOLDEN PLAINS,C Drug offences,5
2014,MOORABOOL,GOLDEN PLAINS,C Drug offences,5
2014,MOORABOOL,GOLDEN PLAINS,C Drug offences,4
2014,MOORABOOL,GOLDEN PLAINS,D Public order and security offences,14
2014,MOORABOOL,GOLDEN PLAINS,D Public order and security offences,13
2014,MOORABOOL,GOLDEN PLAINS,D Public order and security offences,1
2014,MOORABOOL,GOLDEN PLAINS,D Public order and security offences,1
2014,MOORABOOL,GOLDEN PLAINS,E Justice procedures offences,22
2014,MOORABOOL,GOLDEN PLAINS,F Other offences,1
2014,MOORABOOL,HEPBURN,A Crimes against the person,63
2014,MOORABOOL,HEPBURN,A Crimes against the person,27
2014,MOORABOOL,HEPBURN,A Crimes against the person,1
2014,MOORABOOL,HEPBURN,A Crimes against the person,2
2014,MOORABOOL,HEPBURN,A Crimes against the person,21
2014,MOORABOOL,HEPBURN,A Crimes against the person,7
2014,MOORABOOL,HEPBURN,B Property and deception offences,4
2014,MOORABOOL,HEPBURN,B Property and deception offences,13
2014,MOORABOOL,HEPBURN,B Property and deception offences,65
2014,MOORABOOL,HEPBURN,B Property and deception offences,7
2014,MOORABOOL,HEPBURN,B Property and deception offences,1
2014,MOORABOOL,HEPBURN,B Property and deception offences,3
2014,MOORABOOL,HEPBURN,B Property and deception offences,110
2014,MOORABOOL,HEPBURN,B Property and deception offences,19
2014,MOORABOOL,HEPBURN,B Property and deception offences,31
2014,MOORABOOL,HEPBURN,B Property and deception offences,12
2014,MOORABOOL,HEPBURN,B Property and deception offences,2
2014,MOORABOOL,HEPBURN,B Property and deception offences,1
2014,MOORABOOL,HEPBURN,B Property and deception offences,75
2014,MOORABOOL,HEPBURN,B Property and deception offences,1
2014,MOORABOOL,HEPBURN,B Property and deception offences,4
2014,MOORABOOL,HEPBURN,C Drug offences,3
2014,MOORABOOL,HEPBURN,C Drug offences,7
2014,MOORABOOL,HEPBURN,C Drug offences,11
2014,MOORABOOL,HEPBURN,D Public order and security offences,13
2014,MOORABOOL,HEPBURN,D Public order and security offences,18
2014,MOORABOOL,HEPBURN,D Public order and security offences,6
2014,MOORABOOL,HEPBURN,E Justice procedures offences,6
2014,MOORABOOL,HEPBURN,E Justice procedures offences,63
2014,MOORABOOL,HEPBURN,F Other offences,1
2014,MOORABOOL,MOORABOOL,A Crimes against the person,136
2014,MOORABOOL,MOORABOOL,A Crimes against the person,68
2014,MOORABOOL,MOORABOOL,A Crimes against the person,2
2014,MOORABOOL,MOORABOOL,A Crimes against the person,1
2014,MOORABOOL,MOORABOOL,A Crimes against the person,45
2014,MOORABOOL,MOORABOOL,A Crimes against the person,22
2014,MOORABOOL,MOORABOOL,B Property and deception offences,23
2014,MOORABOOL,MOORABOOL,B Property and deception offences,14
2014,MOORABOOL,MOORABOOL,B Property and deception offences,191
2014,MOORABOOL,MOORABOOL,B Property and deception offences,13
2014,MOORABOOL,MOORABOOL,B Property and deception offences,7
2014,MOORABOOL,MOORABOOL,B Property and deception offences,215
2014,MOORABOOL,MOORABOOL,B Property and deception offences,103
2014,MOORABOOL,MOORABOOL,B Property and deception offences,156
2014,MOORABOOL,MOORABOOL,B Property and deception offences,43
2014,MOORABOOL,MOORABOOL,B Property and deception offences,15
2014,MOORABOOL,MOORABOOL,B Property and deception offences,50
2014,MOORABOOL,MOORABOOL,B Property and deception offences,244
2014,MOORABOOL,MOORABOOL,B Property and deception offences,17
2014,MOORABOOL,MOORABOOL,B Property and deception offences,130
2014,MOORABOOL,MOORABOOL,B Property and deception offences,1
2014,MOORABOOL,MOORABOOL,C Drug offences,17
2014,MOORABOOL,MOORABOOL,C Drug offences,6
2014,MOORABOOL,MOORABOOL,C Drug offences,64
2014,MOORABOOL,MOORABOOL,D Public order and security offences,78
2014,MOORABOOL,MOORABOOL,D Public order and security offences,42
2014,MOORABOOL,MOORABOOL,D Public order and security offences,9
2014,MOORABOOL,MOORABOOL,E Justice procedures offences,16
2014,MOORABOOL,MOORABOOL,E Justice procedures offences,135
2014,MOORABOOL,MOORABOOL,F Other offences,8
2014,MOORABOOL,MOORABOOL,F Other offences,2
2014,MOORABOOL,MOORABOOL,F Other offences,6
2014,MORELAND,MORELAND,A Crimes against the person,2
2014,MORELAND,MORELAND,A Crimes against the person,918
2014,MORELAND,MORELAND,A Crimes against the person,234
2014,MORELAND,MORELAND,A Crimes against the person,22
2014,MORELAND,MORELAND,A Crimes against the person,61
2014,MORELAND,MORELAND,A Crimes against the person,10
2014,MORELAND,MORELAND,A Crimes against the person,284
2014,MORELAND,MORELAND,A Crimes against the person,115
2014,MORELAND,MORELAND,B Property and deception offences,76
2014,MORELAND,MORELAND,B Property and deception offences,2
2014,MORELAND,MORELAND,B Property and deception offences,2
2014,MORELAND,MORELAND,B Property and deception offences,998
2014,MORELAND,MORELAND,B Property and deception offences,51
2014,MORELAND,MORELAND,B Property and deception offences,10
2014,MORELAND,MORELAND,B Property and deception offences,162
2014,MORELAND,MORELAND,B Property and deception offences,1653
2014,MORELAND,MORELAND,B Property and deception offences,929
2014,MORELAND,MORELAND,B Property and deception offences,2117
2014,MORELAND,MORELAND,B Property and deception offences,370
2014,MORELAND,MORELAND,B Property and deception offences,374
2014,MORELAND,MORELAND,B Property and deception offences,285
2014,MORELAND,MORELAND,B Property and deception offences,5
2014,MORELAND,MORELAND,B Property and deception offences,1097
2014,MORELAND,MORELAND,B Property and deception offences,65
2014,MORELAND,MORELAND,B Property and deception offences,803
2014,MORELAND,MORELAND,B Property and deception offences,13
2014,MORELAND,MORELAND,B Property and deception offences,2
2014,MORELAND,MORELAND,B Property and deception offences,4
2014,MORELAND,MORELAND,C Drug offences,48
2014,MORELAND,MORELAND,C Drug offences,23
2014,MORELAND,MORELAND,C Drug offences,374
2014,MORELAND,MORELAND,D Public order and security offences,283
2014,MORELAND,MORELAND,D Public order and security offences,257
2014,MORELAND,MORELAND,D Public order and security offences,54
2014,MORELAND,MORELAND,D Public order and security offences,1
2014,MORELAND,MORELAND,E Justice procedures offences,140
2014,MORELAND,MORELAND,E Justice procedures offences,816
2014,MORELAND,MORELAND,F Other offences,13
2014,MORELAND,MORELAND,F Other offences,37
2014,MORELAND,MORELAND,F Other offences,4
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,7
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,907
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,200
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,19
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,31
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,2
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,284
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,A Crimes against the person,115
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,63
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,3
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,17
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,936
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,110
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,8
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,84
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,1000
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,285
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,910
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,416
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,87
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,230
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,1017
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,72
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,581
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,24
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,3
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,B Property and deception offences,3
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,C Drug offences,129
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,C Drug offences,42
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,C Drug offences,360
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,D Public order and security offences,252
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,D Public order and security offences,651
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,D Public order and security offences,72
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,E Justice procedures offences,146
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,E Justice procedures offences,1304
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,F Other offences,1
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,F Other offences,15
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,F Other offences,8
2014,MORNINGTON PENINSULA,MORNINGTON PENINSULA,F Other offences,20
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,2
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,169
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,83
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,1
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,5
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,56
2014,NILLUMBIK,NILLUMBIK,A Crimes against the person,18
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,12
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,17
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,250
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,20
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,1
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,10
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,264
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,61
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,210
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,110
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,23
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,23
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,269
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,10
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,113
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,1
2014,NILLUMBIK,NILLUMBIK,B Property and deception offences,6
2014,NILLUMBIK,NILLUMBIK,C Drug offences,7
2014,NILLUMBIK,NILLUMBIK,C Drug offences,8
2014,NILLUMBIK,NILLUMBIK,C Drug offences,56
2014,NILLUMBIK,NILLUMBIK,D Public order and security offences,24
2014,NILLUMBIK,NILLUMBIK,D Public order and security offences,40
2014,NILLUMBIK,NILLUMBIK,D Public order and security offences,13
2014,NILLUMBIK,NILLUMBIK,E Justice procedures offences,13
2014,NILLUMBIK,NILLUMBIK,E Justice procedures offences,219
2014,NILLUMBIK,NILLUMBIK,F Other offences,3
2014,NILLUMBIK,NILLUMBIK,F Other offences,5
2014,NORTHERN GRAMPIANS,ARARAT,A Crimes against the person,2
2014,NORTHERN GRAMPIANS,ARARAT,A Crimes against the person,217
2014,NORTHERN GRAMPIANS,ARARAT,A Crimes against the person,68
2014,NORTHERN GRAMPIANS,ARARAT,A Crimes against the person,37
2014,NORTHERN GRAMPIANS,ARARAT,A Crimes against the person,22
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,10
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,5
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,123
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,27
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,1
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,46
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,12
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,50
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,6
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,6
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,13
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,70
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,5
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,16
2014,NORTHERN GRAMPIANS,ARARAT,B Property and deception offences,4
2014,NORTHERN GRAMPIANS,ARARAT,C Drug offences,4
