Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2012,BALLARAT,BALLARAT,A Crimes against the person,2
2012,BALLARAT,BALLARAT,A Crimes against the person,1037
2012,BALLARAT,BALLARAT,A Crimes against the person,227
2012,BALLARAT,BALLARAT,A Crimes against the person,51
2012,BALLARAT,BALLARAT,A Crimes against the person,33
2012,BALLARAT,BALLARAT,A Crimes against the person,3
2012,BALLARAT,BALLARAT,A Crimes against the person,271
2012,BALLARAT,BALLARAT,A Crimes against the person,87
2012,BALLARAT,BALLARAT,B Property and deception offences,94
2012,BALLARAT,BALLARAT,B Property and deception offences,2
2012,BALLARAT,BALLARAT,B Property and deception offences,3
2012,BALLARAT,BALLARAT,B Property and deception offences,1486
2012,BALLARAT,BALLARAT,B Property and deception offences,229
2012,BALLARAT,BALLARAT,B Property and deception offences,11
2012,BALLARAT,BALLARAT,B Property and deception offences,66
2012,BALLARAT,BALLARAT,B Property and deception offences,1090
2012,BALLARAT,BALLARAT,B Property and deception offences,331
2012,BALLARAT,BALLARAT,B Property and deception offences,1033
2012,BALLARAT,BALLARAT,B Property and deception offences,490
2012,BALLARAT,BALLARAT,B Property and deception offences,107
2012,BALLARAT,BALLARAT,B Property and deception offences,119
2012,BALLARAT,BALLARAT,B Property and deception offences,1077
2012,BALLARAT,BALLARAT,B Property and deception offences,56
2012,BALLARAT,BALLARAT,B Property and deception offences,235
2012,BALLARAT,BALLARAT,B Property and deception offences,20
2012,BALLARAT,BALLARAT,B Property and deception offences,1
2012,BALLARAT,BALLARAT,C Drug offences,43
2012,BALLARAT,BALLARAT,C Drug offences,20
2012,BALLARAT,BALLARAT,C Drug offences,171
2012,BALLARAT,BALLARAT,C Drug offences,1
2012,BALLARAT,BALLARAT,D Public order and security offences,152
2012,BALLARAT,BALLARAT,D Public order and security offences,392
2012,BALLARAT,BALLARAT,D Public order and security offences,45
2012,BALLARAT,BALLARAT,D Public order and security offences,1
2012,BALLARAT,BALLARAT,E Justice procedures offences,159
2012,BALLARAT,BALLARAT,E Justice procedures offences,585
2012,BALLARAT,BALLARAT,F Other offences,1
2012,BALLARAT,BALLARAT,F Other offences,15
2012,BALLARAT,BALLARAT,F Other offences,5
2012,BALLARAT,PYRENEES,A Crimes against the person,38
2012,BALLARAT,PYRENEES,A Crimes against the person,7
2012,BALLARAT,PYRENEES,A Crimes against the person,7
2012,BALLARAT,PYRENEES,A Crimes against the person,5
2012,BALLARAT,PYRENEES,B Property and deception offences,4
2012,BALLARAT,PYRENEES,B Property and deception offences,1
2012,BALLARAT,PYRENEES,B Property and deception offences,4
2012,BALLARAT,PYRENEES,B Property and deception offences,24
2012,BALLARAT,PYRENEES,B Property and deception offences,3
2012,BALLARAT,PYRENEES,B Property and deception offences,42
2012,BALLARAT,PYRENEES,B Property and deception offences,6
2012,BALLARAT,PYRENEES,B Property and deception offences,9
2012,BALLARAT,PYRENEES,B Property and deception offences,3
2012,BALLARAT,PYRENEES,B Property and deception offences,1
2012,BALLARAT,PYRENEES,B Property and deception offences,10
2012,BALLARAT,PYRENEES,B Property and deception offences,52
2012,BALLARAT,PYRENEES,B Property and deception offences,1
2012,BALLARAT,PYRENEES,B Property and deception offences,6
2012,BALLARAT,PYRENEES,C Drug offences,2
2012,BALLARAT,PYRENEES,C Drug offences,7
2012,BALLARAT,PYRENEES,D Public order and security offences,21
2012,BALLARAT,PYRENEES,D Public order and security offences,4
2012,BALLARAT,PYRENEES,D Public order and security offences,3
2012,BALLARAT,PYRENEES,E Justice procedures offences,2
2012,BALLARAT,PYRENEES,E Justice procedures offences,6
2012,BALLARAT,PYRENEES,F Other offences,1
2012,BANYULE,BANYULE,A Crimes against the person,2
2012,BANYULE,BANYULE,A Crimes against the person,653
2012,BANYULE,BANYULE,A Crimes against the person,139
2012,BANYULE,BANYULE,A Crimes against the person,13
2012,BANYULE,BANYULE,A Crimes against the person,59
2012,BANYULE,BANYULE,A Crimes against the person,2
2012,BANYULE,BANYULE,A Crimes against the person,262
2012,BANYULE,BANYULE,A Crimes against the person,75
2012,BANYULE,BANYULE,B Property and deception offences,51
2012,BANYULE,BANYULE,B Property and deception offences,2
2012,BANYULE,BANYULE,B Property and deception offences,786
2012,BANYULE,BANYULE,B Property and deception offences,64
2012,BANYULE,BANYULE,B Property and deception offences,7
2012,BANYULE,BANYULE,B Property and deception offences,65
2012,BANYULE,BANYULE,B Property and deception offences,855
2012,BANYULE,BANYULE,B Property and deception offences,271
2012,BANYULE,BANYULE,B Property and deception offences,771
2012,BANYULE,BANYULE,B Property and deception offences,233
2012,BANYULE,BANYULE,B Property and deception offences,46
2012,BANYULE,BANYULE,B Property and deception offences,113
2012,BANYULE,BANYULE,B Property and deception offences,2
2012,BANYULE,BANYULE,B Property and deception offences,581
2012,BANYULE,BANYULE,B Property and deception offences,43
2012,BANYULE,BANYULE,B Property and deception offences,188
2012,BANYULE,BANYULE,B Property and deception offences,12
2012,BANYULE,BANYULE,C Drug offences,41
2012,BANYULE,BANYULE,C Drug offences,27
2012,BANYULE,BANYULE,C Drug offences,291
2012,BANYULE,BANYULE,D Public order and security offences,135
2012,BANYULE,BANYULE,D Public order and security offences,155
2012,BANYULE,BANYULE,D Public order and security offences,42
2012,BANYULE,BANYULE,E Justice procedures offences,121
2012,BANYULE,BANYULE,E Justice procedures offences,1045
2012,BANYULE,BANYULE,F Other offences,4
2012,BANYULE,BANYULE,F Other offences,8
2012,BANYULE,BANYULE,F Other offences,9
2012,BASS COAST,BASS COAST,A Crimes against the person,2
2012,BASS COAST,BASS COAST,A Crimes against the person,239
2012,BASS COAST,BASS COAST,A Crimes against the person,140
2012,BASS COAST,BASS COAST,A Crimes against the person,2
2012,BASS COAST,BASS COAST,A Crimes against the person,3
2012,BASS COAST,BASS COAST,A Crimes against the person,94
2012,BASS COAST,BASS COAST,A Crimes against the person,25
2012,BASS COAST,BASS COAST,B Property and deception offences,15
2012,BASS COAST,BASS COAST,B Property and deception offences,2
2012,BASS COAST,BASS COAST,B Property and deception offences,238
2012,BASS COAST,BASS COAST,B Property and deception offences,17
2012,BASS COAST,BASS COAST,B Property and deception offences,2
2012,BASS COAST,BASS COAST,B Property and deception offences,15
2012,BASS COAST,BASS COAST,B Property and deception offences,218
2012,BASS COAST,BASS COAST,B Property and deception offences,54
2012,BASS COAST,BASS COAST,B Property and deception offences,160
2012,BASS COAST,BASS COAST,B Property and deception offences,39
2012,BASS COAST,BASS COAST,B Property and deception offences,22
2012,BASS COAST,BASS COAST,B Property and deception offences,29
2012,BASS COAST,BASS COAST,B Property and deception offences,256
2012,BASS COAST,BASS COAST,B Property and deception offences,9
2012,BASS COAST,BASS COAST,B Property and deception offences,33
2012,BASS COAST,BASS COAST,B Property and deception offences,2
2012,BASS COAST,BASS COAST,C Drug offences,23
2012,BASS COAST,BASS COAST,C Drug offences,13
2012,BASS COAST,BASS COAST,C Drug offences,83
2012,BASS COAST,BASS COAST,D Public order and security offences,28
2012,BASS COAST,BASS COAST,D Public order and security offences,183
2012,BASS COAST,BASS COAST,D Public order and security offences,15
2012,BASS COAST,BASS COAST,E Justice procedures offences,20
2012,BASS COAST,BASS COAST,E Justice procedures offences,81
2012,BASS COAST,BASS COAST,F Other offences,2
2012,BASS COAST,BASS COAST,F Other offences,25
2012,BASS COAST,BASS COAST,F Other offences,6
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,2
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,115
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,48
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,1
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,1
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,1
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,42
2012,BASS COAST,SOUTH GIPPSLAND,A Crimes against the person,17
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,11
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,1
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,153
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,5
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,1
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,5
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,238
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,35
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,101
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,16
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,15
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,20
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,145
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,6
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,17
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,2
2012,BASS COAST,SOUTH GIPPSLAND,B Property and deception offences,2
2012,BASS COAST,SOUTH GIPPSLAND,C Drug offences,10
2012,BASS COAST,SOUTH GIPPSLAND,C Drug offences,9
2012,BASS COAST,SOUTH GIPPSLAND,C Drug offences,44
2012,BASS COAST,SOUTH GIPPSLAND,D Public order and security offences,29
2012,BASS COAST,SOUTH GIPPSLAND,D Public order and security offences,126
2012,BASS COAST,SOUTH GIPPSLAND,D Public order and security offences,6
2012,BASS COAST,SOUTH GIPPSLAND,E Justice procedures offences,17
2012,BASS COAST,SOUTH GIPPSLAND,E Justice procedures offences,91
2012,BASS COAST,SOUTH GIPPSLAND,F Other offences,1
2012,BASS COAST,SOUTH GIPPSLAND,F Other offences,1
2012,BAW BAW,BAW BAW,A Crimes against the person,288
2012,BAW BAW,BAW BAW,A Crimes against the person,60
2012,BAW BAW,BAW BAW,A Crimes against the person,2
2012,BAW BAW,BAW BAW,A Crimes against the person,6
2012,BAW BAW,BAW BAW,A Crimes against the person,105
2012,BAW BAW,BAW BAW,A Crimes against the person,41
2012,BAW BAW,BAW BAW,B Property and deception offences,27
2012,BAW BAW,BAW BAW,B Property and deception offences,1
2012,BAW BAW,BAW BAW,B Property and deception offences,367
2012,BAW BAW,BAW BAW,B Property and deception offences,20
2012,BAW BAW,BAW BAW,B Property and deception offences,4
2012,BAW BAW,BAW BAW,B Property and deception offences,6
2012,BAW BAW,BAW BAW,B Property and deception offences,240
2012,BAW BAW,BAW BAW,B Property and deception offences,70
2012,BAW BAW,BAW BAW,B Property and deception offences,292
2012,BAW BAW,BAW BAW,B Property and deception offences,70
2012,BAW BAW,BAW BAW,B Property and deception offences,15
2012,BAW BAW,BAW BAW,B Property and deception offences,58
2012,BAW BAW,BAW BAW,B Property and deception offences,2
2012,BAW BAW,BAW BAW,B Property and deception offences,316
2012,BAW BAW,BAW BAW,B Property and deception offences,21
2012,BAW BAW,BAW BAW,B Property and deception offences,82
2012,BAW BAW,BAW BAW,B Property and deception offences,1
2012,BAW BAW,BAW BAW,C Drug offences,30
2012,BAW BAW,BAW BAW,C Drug offences,11
2012,BAW BAW,BAW BAW,C Drug offences,105
2012,BAW BAW,BAW BAW,D Public order and security offences,98
2012,BAW BAW,BAW BAW,D Public order and security offences,163
2012,BAW BAW,BAW BAW,D Public order and security offences,10
2012,BAW BAW,BAW BAW,E Justice procedures offences,45
2012,BAW BAW,BAW BAW,E Justice procedures offences,140
2012,BAW BAW,BAW BAW,F Other offences,5
2012,BAW BAW,BAW BAW,F Other offences,4
2012,BAW BAW,BAW BAW,F Other offences,1
2012,BENALLA,BENALLA,A Crimes against the person,127
2012,BENALLA,BENALLA,A Crimes against the person,35
2012,BENALLA,BENALLA,A Crimes against the person,2
2012,BENALLA,BENALLA,A Crimes against the person,2
2012,BENALLA,BENALLA,A Crimes against the person,25
2012,BENALLA,BENALLA,A Crimes against the person,10
2012,BENALLA,BENALLA,B Property and deception offences,18
2012,BENALLA,BENALLA,B Property and deception offences,5
2012,BENALLA,BENALLA,B Property and deception offences,144
2012,BENALLA,BENALLA,B Property and deception offences,4
2012,BENALLA,BENALLA,B Property and deception offences,68
2012,BENALLA,BENALLA,B Property and deception offences,13
2012,BENALLA,BENALLA,B Property and deception offences,44
2012,BENALLA,BENALLA,B Property and deception offences,25
2012,BENALLA,BENALLA,B Property and deception offences,15
2012,BENALLA,BENALLA,B Property and deception offences,20
2012,BENALLA,BENALLA,B Property and deception offences,101
2012,BENALLA,BENALLA,B Property and deception offences,3
2012,BENALLA,BENALLA,B Property and deception offences,16
2012,BENALLA,BENALLA,B Property and deception offences,1
2012,BENALLA,BENALLA,B Property and deception offences,1
2012,BENALLA,BENALLA,C Drug offences,4
2012,BENALLA,BENALLA,C Drug offences,7
2012,BENALLA,BENALLA,C Drug offences,44
2012,BENALLA,BENALLA,D Public order and security offences,30
2012,BENALLA,BENALLA,D Public order and security offences,46
2012,BENALLA,BENALLA,D Public order and security offences,6
2012,BENALLA,BENALLA,E Justice procedures offences,18
2012,BENALLA,BENALLA,E Justice procedures offences,69
2012,BENALLA,BENALLA,F Other offences,5
2012,BENALLA,BENALLA,F Other offences,1
2012,BENALLA,BENALLA,F Other offences,2
2012,BENALLA,MANSFIELD,A Crimes against the person,2
2012,BENALLA,MANSFIELD,A Crimes against the person,24
2012,BENALLA,MANSFIELD,A Crimes against the person,11
2012,BENALLA,MANSFIELD,A Crimes against the person,14
2012,BENALLA,MANSFIELD,A Crimes against the person,11
2012,BENALLA,MANSFIELD,B Property and deception offences,2
2012,BENALLA,MANSFIELD,B Property and deception offences,38
2012,BENALLA,MANSFIELD,B Property and deception offences,1
2012,BENALLA,MANSFIELD,B Property and deception offences,2
2012,BENALLA,MANSFIELD,B Property and deception offences,46
2012,BENALLA,MANSFIELD,B Property and deception offences,18
2012,BENALLA,MANSFIELD,B Property and deception offences,13
2012,BENALLA,MANSFIELD,B Property and deception offences,4
2012,BENALLA,MANSFIELD,B Property and deception offences,2
2012,BENALLA,MANSFIELD,B Property and deception offences,4
2012,BENALLA,MANSFIELD,B Property and deception offences,89
2012,BENALLA,MANSFIELD,B Property and deception offences,1
2012,BENALLA,MANSFIELD,B Property and deception offences,6
2012,BENALLA,MANSFIELD,C Drug offences,1
2012,BENALLA,MANSFIELD,C Drug offences,3
2012,BENALLA,MANSFIELD,C Drug offences,12
2012,BENALLA,MANSFIELD,D Public order and security offences,13
2012,BENALLA,MANSFIELD,D Public order and security offences,40
2012,BENALLA,MANSFIELD,D Public order and security offences,4
2012,BENALLA,MANSFIELD,D Public order and security offences,1
2012,BENALLA,MANSFIELD,E Justice procedures offences,7
2012,BENALLA,MANSFIELD,E Justice procedures offences,10
2012,BENALLA,MANSFIELD,F Other offences,7
2012,BENALLA,MANSFIELD,F Other offences,3
2012,BENALLA,MANSFIELD,F Other offences,10
2012,BENALLA,MURRINDINDI,A Crimes against the person,2
2012,BENALLA,MURRINDINDI,A Crimes against the person,75
2012,BENALLA,MURRINDINDI,A Crimes against the person,17
2012,BENALLA,MURRINDINDI,A Crimes against the person,18
2012,BENALLA,MURRINDINDI,A Crimes against the person,13
2012,BENALLA,MURRINDINDI,B Property and deception offences,9
2012,BENALLA,MURRINDINDI,B Property and deception offences,64
2012,BENALLA,MURRINDINDI,B Property and deception offences,2
2012,BENALLA,MURRINDINDI,B Property and deception offences,1
2012,BENALLA,MURRINDINDI,B Property and deception offences,1
2012,BENALLA,MURRINDINDI,B Property and deception offences,57
2012,BENALLA,MURRINDINDI,B Property and deception offences,12
2012,BENALLA,MURRINDINDI,B Property and deception offences,19
2012,BENALLA,MURRINDINDI,B Property and deception offences,10
2012,BENALLA,MURRINDINDI,B Property and deception offences,2
2012,BENALLA,MURRINDINDI,B Property and deception offences,9
2012,BENALLA,MURRINDINDI,B Property and deception offences,86
2012,BENALLA,MURRINDINDI,B Property and deception offences,4
2012,BENALLA,MURRINDINDI,B Property and deception offences,8
2012,BENALLA,MURRINDINDI,C Drug offences,2
2012,BENALLA,MURRINDINDI,C Drug offences,12
2012,BENALLA,MURRINDINDI,C Drug offences,21
2012,BENALLA,MURRINDINDI,D Public order and security offences,59
2012,BENALLA,MURRINDINDI,D Public order and security offences,56
2012,BENALLA,MURRINDINDI,D Public order and security offences,3
2012,BENALLA,MURRINDINDI,E Justice procedures offences,10
2012,BENALLA,MURRINDINDI,E Justice procedures offences,16
2012,BENALLA,MURRINDINDI,F Other offences,3
2012,BENALLA,MURRINDINDI,F Other offences,2
2012,BENALLA,MURRINDINDI,F Other offences,9
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,2
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,726
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,277
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,12
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,29
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,4
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,150
2012,BENDIGO,GREATER BENDIGO,A Crimes against the person,59
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,72
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,2
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,16
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,933
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,55
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,7
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,43
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,585
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,177
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,620
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,381
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,58
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,78
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,774
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,23
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,113
2012,BENDIGO,GREATER BENDIGO,B Property and deception offences,5
2012,BENDIGO,GREATER BENDIGO,C Drug offences,45
2012,BENDIGO,GREATER BENDIGO,C Drug offences,23
2012,BENDIGO,GREATER BENDIGO,C Drug offences,182
2012,BENDIGO,GREATER BENDIGO,D Public order and security offences,146
2012,BENDIGO,GREATER BENDIGO,D Public order and security offences,474
2012,BENDIGO,GREATER BENDIGO,D Public order and security offences,112
2012,BENDIGO,GREATER BENDIGO,E Justice procedures offences,138
2012,BENDIGO,GREATER BENDIGO,E Justice procedures offences,853
2012,BENDIGO,GREATER BENDIGO,F Other offences,5
2012,BENDIGO,GREATER BENDIGO,F Other offences,29
2012,BENDIGO,GREATER BENDIGO,F Other offences,5
2012,BOROONDARA,BOROONDARA,A Crimes against the person,2
2012,BOROONDARA,BOROONDARA,A Crimes against the person,358
2012,BOROONDARA,BOROONDARA,A Crimes against the person,144
2012,BOROONDARA,BOROONDARA,A Crimes against the person,9
2012,BOROONDARA,BOROONDARA,A Crimes against the person,47
2012,BOROONDARA,BOROONDARA,A Crimes against the person,4
2012,BOROONDARA,BOROONDARA,A Crimes against the person,90
2012,BOROONDARA,BOROONDARA,A Crimes against the person,35
2012,BOROONDARA,BOROONDARA,B Property and deception offences,26
2012,BOROONDARA,BOROONDARA,B Property and deception offences,958
2012,BOROONDARA,BOROONDARA,B Property and deception offences,54
2012,BOROONDARA,BOROONDARA,B Property and deception offences,3
2012,BOROONDARA,BOROONDARA,B Property and deception offences,77
2012,BOROONDARA,BOROONDARA,B Property and deception offences,1152
2012,BOROONDARA,BOROONDARA,B Property and deception offences,205
2012,BOROONDARA,BOROONDARA,B Property and deception offences,1215
2012,BOROONDARA,BOROONDARA,B Property and deception offences,242
2012,BOROONDARA,BOROONDARA,B Property and deception offences,77
2012,BOROONDARA,BOROONDARA,B Property and deception offences,94
2012,BOROONDARA,BOROONDARA,B Property and deception offences,2
2012,BOROONDARA,BOROONDARA,B Property and deception offences,861
2012,BOROONDARA,BOROONDARA,B Property and deception offences,19
2012,BOROONDARA,BOROONDARA,B Property and deception offences,299
2012,BOROONDARA,BOROONDARA,B Property and deception offences,10
2012,BOROONDARA,BOROONDARA,B Property and deception offences,3
2012,BOROONDARA,BOROONDARA,C Drug offences,38
2012,BOROONDARA,BOROONDARA,C Drug offences,24
2012,BOROONDARA,BOROONDARA,C Drug offences,246
2012,BOROONDARA,BOROONDARA,C Drug offences,2
2012,BOROONDARA,BOROONDARA,D Public order and security offences,101
2012,BOROONDARA,BOROONDARA,D Public order and security offences,262
2012,BOROONDARA,BOROONDARA,D Public order and security offences,33
2012,BOROONDARA,BOROONDARA,E Justice procedures offences,38
2012,BOROONDARA,BOROONDARA,E Justice procedures offences,223
2012,BOROONDARA,BOROONDARA,F Other offences,6
2012,BOROONDARA,BOROONDARA,F Other offences,18
2012,BOROONDARA,BOROONDARA,F Other offences,13
2012,BRIMBANK,BRIMBANK,A Crimes against the person,7
2012,BRIMBANK,BRIMBANK,A Crimes against the person,1418
2012,BRIMBANK,BRIMBANK,A Crimes against the person,249
2012,BRIMBANK,BRIMBANK,A Crimes against the person,39
2012,BRIMBANK,BRIMBANK,A Crimes against the person,258
2012,BRIMBANK,BRIMBANK,A Crimes against the person,7
2012,BRIMBANK,BRIMBANK,A Crimes against the person,292
2012,BRIMBANK,BRIMBANK,A Crimes against the person,150
2012,BRIMBANK,BRIMBANK,B Property and deception offences,176
2012,BRIMBANK,BRIMBANK,B Property and deception offences,4
2012,BRIMBANK,BRIMBANK,B Property and deception offences,1693
2012,BRIMBANK,BRIMBANK,B Property and deception offences,46
2012,BRIMBANK,BRIMBANK,B Property and deception offences,7
2012,BRIMBANK,BRIMBANK,B Property and deception offences,173
2012,BRIMBANK,BRIMBANK,B Property and deception offences,2276
2012,BRIMBANK,BRIMBANK,B Property and deception offences,1279
2012,BRIMBANK,BRIMBANK,B Property and deception offences,2737
2012,BRIMBANK,BRIMBANK,B Property and deception offences,817
2012,BRIMBANK,BRIMBANK,B Property and deception offences,56
2012,BRIMBANK,BRIMBANK,B Property and deception offences,477
2012,BRIMBANK,BRIMBANK,B Property and deception offences,5
2012,BRIMBANK,BRIMBANK,B Property and deception offences,2217
2012,BRIMBANK,BRIMBANK,B Property and deception offences,82
2012,BRIMBANK,BRIMBANK,B Property and deception offences,1
2012,BRIMBANK,BRIMBANK,B Property and deception offences,731
2012,BRIMBANK,BRIMBANK,B Property and deception offences,53
2012,BRIMBANK,BRIMBANK,B Property and deception offences,3
2012,BRIMBANK,BRIMBANK,B Property and deception offences,3
2012,BRIMBANK,BRIMBANK,C Drug offences,259
2012,BRIMBANK,BRIMBANK,C Drug offences,121
2012,BRIMBANK,BRIMBANK,C Drug offences,772
2012,BRIMBANK,BRIMBANK,C Drug offences,1
2012,BRIMBANK,BRIMBANK,D Public order and security offences,517
2012,BRIMBANK,BRIMBANK,D Public order and security offences,354
2012,BRIMBANK,BRIMBANK,D Public order and security offences,63
2012,BRIMBANK,BRIMBANK,E Justice procedures offences,241
2012,BRIMBANK,BRIMBANK,E Justice procedures offences,1049
2012,BRIMBANK,BRIMBANK,F Other offences,8
2012,BRIMBANK,BRIMBANK,F Other offences,4
2012,BRIMBANK,BRIMBANK,F Other offences,20
2012,CAMPASPE,CAMPASPE,A Crimes against the person,2
2012,CAMPASPE,CAMPASPE,A Crimes against the person,211
2012,CAMPASPE,CAMPASPE,A Crimes against the person,94
2012,CAMPASPE,CAMPASPE,A Crimes against the person,2
2012,CAMPASPE,CAMPASPE,A Crimes against the person,6
2012,CAMPASPE,CAMPASPE,A Crimes against the person,34
2012,CAMPASPE,CAMPASPE,A Crimes against the person,18
2012,CAMPASPE,CAMPASPE,B Property and deception offences,18
2012,CAMPASPE,CAMPASPE,B Property and deception offences,2
2012,CAMPASPE,CAMPASPE,B Property and deception offences,5
2012,CAMPASPE,CAMPASPE,B Property and deception offences,358
2012,CAMPASPE,CAMPASPE,B Property and deception offences,9
2012,CAMPASPE,CAMPASPE,B Property and deception offences,4
2012,CAMPASPE,CAMPASPE,B Property and deception offences,22
2012,CAMPASPE,CAMPASPE,B Property and deception offences,324
2012,CAMPASPE,CAMPASPE,B Property and deception offences,73
2012,CAMPASPE,CAMPASPE,B Property and deception offences,289
2012,CAMPASPE,CAMPASPE,B Property and deception offences,98
2012,CAMPASPE,CAMPASPE,B Property and deception offences,39
2012,CAMPASPE,CAMPASPE,B Property and deception offences,24
2012,CAMPASPE,CAMPASPE,B Property and deception offences,381
2012,CAMPASPE,CAMPASPE,B Property and deception offences,4
2012,CAMPASPE,CAMPASPE,B Property and deception offences,41
2012,CAMPASPE,CAMPASPE,B Property and deception offences,1
2012,CAMPASPE,CAMPASPE,C Drug offences,13
2012,CAMPASPE,CAMPASPE,C Drug offences,10
2012,CAMPASPE,CAMPASPE,C Drug offences,79
2012,CAMPASPE,CAMPASPE,D Public order and security offences,41
2012,CAMPASPE,CAMPASPE,D Public order and security offences,244
2012,CAMPASPE,CAMPASPE,D Public order and security offences,16
2012,CAMPASPE,CAMPASPE,E Justice procedures offences,30
2012,CAMPASPE,CAMPASPE,E Justice procedures offences,118
2012,CAMPASPE,CAMPASPE,F Other offences,1
2012,CAMPASPE,CAMPASPE,F Other offences,8
2012,CAMPASPE,CAMPASPE,F Other offences,9
2012,CARDINIA,CARDINIA,A Crimes against the person,8
2012,CARDINIA,CARDINIA,A Crimes against the person,504
2012,CARDINIA,CARDINIA,A Crimes against the person,152
2012,CARDINIA,CARDINIA,A Crimes against the person,8
2012,CARDINIA,CARDINIA,A Crimes against the person,21
2012,CARDINIA,CARDINIA,A Crimes against the person,1
2012,CARDINIA,CARDINIA,A Crimes against the person,176
2012,CARDINIA,CARDINIA,A Crimes against the person,66
2012,CARDINIA,CARDINIA,B Property and deception offences,56
2012,CARDINIA,CARDINIA,B Property and deception offences,2
2012,CARDINIA,CARDINIA,B Property and deception offences,6
2012,CARDINIA,CARDINIA,B Property and deception offences,610
2012,CARDINIA,CARDINIA,B Property and deception offences,50
2012,CARDINIA,CARDINIA,B Property and deception offences,1
2012,CARDINIA,CARDINIA,B Property and deception offences,17
2012,CARDINIA,CARDINIA,B Property and deception offences,610
2012,CARDINIA,CARDINIA,B Property and deception offences,181
2012,CARDINIA,CARDINIA,B Property and deception offences,506
2012,CARDINIA,CARDINIA,B Property and deception offences,188
2012,CARDINIA,CARDINIA,B Property and deception offences,35
2012,CARDINIA,CARDINIA,B Property and deception offences,85
2012,CARDINIA,CARDINIA,B Property and deception offences,558
2012,CARDINIA,CARDINIA,B Property and deception offences,29
2012,CARDINIA,CARDINIA,B Property and deception offences,187
2012,CARDINIA,CARDINIA,B Property and deception offences,7
2012,CARDINIA,CARDINIA,C Drug offences,38
2012,CARDINIA,CARDINIA,C Drug offences,21
2012,CARDINIA,CARDINIA,C Drug offences,200
2012,CARDINIA,CARDINIA,C Drug offences,2
2012,CARDINIA,CARDINIA,D Public order and security offences,187
2012,CARDINIA,CARDINIA,D Public order and security offences,124
2012,CARDINIA,CARDINIA,D Public order and security offences,26
2012,CARDINIA,CARDINIA,D Public order and security offences,1
2012,CARDINIA,CARDINIA,E Justice procedures offences,39
2012,CARDINIA,CARDINIA,E Justice procedures offences,267
2012,CARDINIA,CARDINIA,F Other offences,3
2012,CARDINIA,CARDINIA,F Other offences,5
2012,CARDINIA,CARDINIA,F Other offences,16
2012,CASEY,CASEY,A Crimes against the person,7
2012,CASEY,CASEY,A Crimes against the person,1702
2012,CASEY,CASEY,A Crimes against the person,331
2012,CASEY,CASEY,A Crimes against the person,32
2012,CASEY,CASEY,A Crimes against the person,106
